Kategoriya,Sarlavha,Narx,Joy,Sana,Link
Uy-ro‘zg‘or,Sendvich Panellari ishlab chiqruvchidan/Сэндвич-Сендвич панели,54 000 сумДоговорная,"Ташкент, Мирабадский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/sendvich-panellari-ishlab-chiqruvchidan-sendvich-sendvich-paneli-ID3A8rG.html
Uy-ro‘zg‘or,"Травертин жидкий от производителя 85000 , travertin optim",85 000 сум,"Ташкент, Бектемирский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/travertin-zhidkiy-ot-proizvoditelya-85000-travertin-optim-ID3H6NP.html
Uy-ro‘zg‘or,Jaluzi | Jalyuzi | Жалюзи | Жалюза | Жалузи | Москитная сетка X-18,7 500 сумДоговорная,"Ташкент, Чиланзарский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/jaluzi-jalyuzi-zhalyuzi-zhalyuza-zhaluzi-moskitnaya-setka-x-18-ID3MDpu.html
Uy-ro‘zg‘or,Плита 800.000 минг,800 000 сум,"Ташкент, Бектемирский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/plita-800-000-ming-ID2ykb9.html
Uy-ro‘zg‘or,Воданагреватель Аристон 80 L оптовой цене доставка безплатно !,1 716 699 сум,"Ташкент, Юнусабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/vodanagrevatel-ariston-80-l-optovoy-tsene-dostavka-bezplatno-ID30xSH.html
Uy-ro‘zg‘or,Николай гишт сотилади Самарканд Nikolay gisht sotiladi,3 500 сум,Самарканд,Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/nikolay-gisht-sotiladi-samarkand-nikolay-gisht-sotiladi-ID3Z75e.html
Uy-ro‘zg‘or,Тумба под стол – ваш лучший офисный помощник!,1 840 000 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/tumba-pod-stol-vash-luchshiy-ofisnyy-pomoschnik-ID42wyF.html
Uy-ro‘zg‘or,Ведро эмалированное,50 000 сум,"Ташкент, Юнусабадский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/vedro-emalirovannoe-ID3Mapf.html
Uy-ro‘zg‘or,Буярма тандирлар.,1 093 601 сум,"Ташкент, Учтепинский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/buyarma-tandirlar-ID3wAlw.html
Uy-ro‘zg‘or,Cтол и стул для кухни по низким ценам,1 907 444 сумДоговорная,"Ташкент, Чиланзарский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/ctol-i-stul-dlya-kuhni-po-nizkim-tsenam-ID363V6.html
Uy-ro‘zg‘or,Растения в горшках,400 000 сумДоговорная,Келес,Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/rasteniya-v-gorshkah-ID3GrDx.html
Uy-ro‘zg‘or,Ofis uchun mebel,2 250 000 сум,Маргилан,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/ofis-uchun-mebel-ID3eFLI.html
Uy-ro‘zg‘or,Stol stul ishlab chiqaruvchidan,2 400 000 сум,"Ташкент, Яшнабадский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/stol-stul-ishlab-chiqaruvchidan-ID3FE4M.html
Uy-ro‘zg‘or,Дренажные насосы kanalizatsion nasos SHIMGE  POPLAVOKLI pichoqlik,2 505 110 сумДоговорная,Келес,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/drenazhnye-nasosy-kanalizatsion-nasos-shimge-poplavokli-pichoqlik-ID3TzvO.html
Uy-ro‘zg‘or,Тапчан (tapchan) Hi-tech,3 600 000 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/tapchan-tapchan-hi-tech-ID43IXb.html
Uy-ro‘zg‘or,Термо Дверь и окна 7000 серия Швейцарии,2 416 096 сумДоговорная,"Ташкент, Алмазарский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/termo-dver-i-okna-7000-seriya-shveytsarii-ID3Q0wK.html
Uy-ro‘zg‘or,Сейф Качество номер 1 с доставкой,340 000 сум,Карши,Сегодня в 03:51,https://www.olx.uz/d/obyavlenie/seyf-kachestvo-nomer-1-s-dostavkoy-ID1MOAP.html
Uy-ro‘zg‘or,Установка охранно пожарных систем пожаротушение в Узбекистане,1 110 000 сумДоговорная,Зангиата,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/ustanovka-ohranno-pozharnyh-sistem-pozharotushenie-v-uzbekistane-ID3Wle6.html
Uy-ro‘zg‘or,Setka tortish hizmati soya salqin setka tortish hizmati turetski,15 000 сумДоговорная,"Ташкент, Шайхантахурский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/setka-tortish-hizmati-soya-salqin-setka-tortish-hizmati-turetski-ID3zzQd.html
Uy-ro‘zg‘or,Мебел для спальни (spalni mebel yotoxona mebel),Noma’lum,Джизак,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/mebel-dlya-spalni-spalni-mebel-yotoxona-mebel-ID3Cark.html
Uy-ro‘zg‘or,Svarka apparat / Аппарат для сварки пластиковых труб DENZEL DWP-1500,515 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/svarka-apparat-apparat-dlya-svarki-plastikovyh-trub-denzel-dwp-1500-ID3LCcY.html
Uy-ro‘zg‘or,Сэндвич /Сендвич /Sendvich/- панели от завода самим низким ценам!,39 000 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/sendvich-sendvich-sendvich-paneli-ot-zavoda-samim-nizkim-tsenam-ID3GAOB.html
Uy-ro‘zg‘or,Подставка для гостиной,350 000 сум,Чирчик,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/podstavka-dlya-gostinoy-ID3ImSt.html
Uy-ro‘zg‘or,Симестител новый колаг,600 000 сум,Келес,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/simestitel-novyy-kolag-ID3XkfD.html
Uy-ro‘zg‘or,Оптом Искусственный Газон | Декоративная Трава | Зелень для Декора,40 000 сум,"Ташкент, Чиланзарский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/optom-iskusstvennyy-gazon-dekorativnaya-trava-zelen-dlya-dekora-ID3W52K.html
Uy-ro‘zg‘or,Тапенер садовый для подвязки растений/Доставка по Узбекистану,450 000 сум,"Ташкент, Алмазарский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/tapener-sadovyy-dlya-podvyazki-rasteniy-dostavka-po-uzbekistanu-ID3tsXX.html
Uy-ro‘zg‘or,Stol stul arzon narxlarda,850 000 сум,Бухара,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/stol-stul-arzon-narxlarda-ID3vz4N.html
Uy-ro‘zg‘or,Lag'mon aparat Lagmon лагман аппарат машина тестораскаточная лагман ап,2 670 421 сум,Самарканд,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/lagmon-aparat-lagmon-lagman-apparat-mashina-testoraskatochnaya-lagman-ap-ID3R0r8.html
Uy-ro‘zg‘or,"Диван Угловой, Divan Ugol, Акция !+ доставка+ установка",3 300 000 сум,"Ташкент, Бектемирский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/divan-uglovoy-divan-ugol-aktsiya-dostavka-ustanovka-ID3iqS2.html
Uy-ro‘zg‘or,Profnastil | Профнастил,24 500 сум,"Ташкент, Алмазарский район",Сегодня в 10:12,https://www.olx.uz/d/obyavlenie/profnastil-profnastil-ID3oWJ9.html
Uy-ro‘zg‘or,Продается бокалы для пиво,25 000 сум,Бухара,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/prodaetsya-bokaly-dlya-pivo-ID37Niq.html
Uy-ro‘zg‘or,Книжная полка для книг,100 000 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/knizhnaya-polka-dlya-knig-ID3REo9.html
Uy-ro‘zg‘or,"За полцены продается остатки краски “OTTOCENTO”, пр-ва Турции",216 177 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/za-poltseny-prodaetsya-ostatki-kraski-ottocento-pr-va-turtsii-ID44znT.html
Uy-ro‘zg‘or,Рейсмусовый станок / Reysmus MAKITA 2012NB / Reysmus,13 200 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/reysmusovyy-stanok-reysmus-makita-2012nb-reysmus-ID3LyLv.html
Uy-ro‘zg‘or,Продается рельсы 65,370 000 сумДоговорная,Самарканд,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/prodaetsya-relsy-65-ID3Kijz.html
Uy-ro‘zg‘or,"Bolor, qurilish uchun",450 000 сум,Навои,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/bolor-qurilish-uchun-ID42U7M.html
Uy-ro‘zg‘or,Benzinli arra (бензопила) ALTECO PROMO GCS 52,1 023 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/benzinli-arra-benzopila-alteco-promo-gcs-52-ID3CI0x.html
Uy-ro‘zg‘or,Stol stul ishlab chiqaruvchidan stol stul,850 000 сум,Андижан,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/stol-stul-ishlab-chiqaruvchidan-stol-stul-ID3L9pj.html
Uy-ro‘zg‘or,Stol stul ishlab chiqaruvchidan,850 000 сум,Гулистан,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/stol-stul-ishlab-chiqaruvchidan-ID3JzHK.html
Uy-ro‘zg‘or,Пенал Камод.,12 207 641 сум,Самарканд,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/penal-kamod-ID3nZJF.html
Uy-ro‘zg‘or,"Shkaf, Shkop, шкаф",2 080 000 сумДоговорная,"Ташкент, Алмазарский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/shkaf-shkop-shkaf-ID3CdwJ.html
Uy-ro‘zg‘or,"Гигант Кресло-мешок, груша. Бин-бег. Qopli o'rindiq. Gigant Bin beg.",1 400 000 сум,"Ташкент, Мирзо-Улугбекский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/gigant-kreslo-meshok-grusha-bin-beg-qopli-orindiq-gigant-bin-beg-ID2Gjld.html
Uy-ro‘zg‘or,Скидка! Сейф сенсорный с отпечатком + кодовый + ключ,2 861 166 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 00:03,https://www.olx.uz/d/obyavlenie/skidka-seyf-sensornyy-s-otpechatkom-kodovyy-klyuch-ID428VV.html
Uy-ro‘zg‘or,Изделия из камня,Noma’lum,"Ташкент, Сергелийский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/izdeliya-iz-kamnya-ID3ZbXm.html
Uy-ro‘zg‘or,Мебель гарнитур для посуды,3 300 000 сумДоговорная,Гулистан,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/mebel-garnitur-dlya-posudy-ID419Bf.html
Uy-ro‘zg‘or,Genderparty (ogil va qiz),80 000 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/genderparty-ogil-va-qiz-ID40HEH.html
Uy-ro‘zg‘or,К е р а м з и т.,1 000 сумДоговорная,Караузяк,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/k-e-r-a-m-z-i-t-ID3j0BI.html
Uy-ro‘zg‘or,Rangli shakar sotiladi 1 kg 7000 sumdan,7 000 сум,Навои,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/rangli-shakar-sotiladi-1-kg-7000-sumdan-ID3Xkfu.html
Uy-ro‘zg‘or,Сушитель для обуви,200 000 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/sushitel-dlya-obuvi-ID3SvfV.html
Uy-ro‘zg‘or,Финская фанера  размер 3000х1500х18мм,740 000 сум,"Ташкент, Яшнабадский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/finskaya-fanera-razmer-3000h1500h18mm-ID33C0t.html
Uy-ro‘zg‘or,кухонной мебел шкаф спальни мебели на заказ,Noma’lum,"Ташкент, Юнусабадский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/kuhonnoy-mebel-shkaf-spalni-mebeli-na-zakaz-ID3FuON.html
Uy-ro‘zg‘or,Искуственный камень,Noma’lum,"Ташкент, Сергелийский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/iskustvennyy-kamen-ID3ZDn6.html
Uy-ro‘zg‘or,Изделия из камня,Noma’lum,"Ташкент, Сергелийский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/izdeliya-iz-kamnya-ID3ZbW2.html
Uy-ro‘zg‘or,Каркасный бассейн intex 300x200x75 доставка,959 000 сум,"Ташкент, Юнусабадский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/karkasnyy-basseyn-intex-300x200x75-dostavka-ID3HR5J.html
Uy-ro‘zg‘or,Нержавеющие насосы Leo,1 398 792 сум,"Ташкент, Алмазарский район",Сегодня в 09:48,https://www.olx.uz/d/obyavlenie/nerzhaveyuschie-nasosy-leo-ID3dnzI.html
Uy-ro‘zg‘or,Смокер-мангал-очаг-гриль-коптильня PRO-120,9 028 568 сум,"Ташкент, Сергелийский район",Сегодня в 10:00,https://www.olx.uz/d/obyavlenie/smoker-mangal-ochag-gril-koptilnya-pro-120-ID2ucl5.html
Uy-ro‘zg‘or,INTEX 549×132см Доставка есть Ультра черные Бассейн,8 500 000 сумДоговорная,Эшангузар,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/intex-549132sm-dostavka-est-ultra-chernye-basseyn-ID3Im9l.html
Uy-ro‘zg‘or,Барные стойки и ресепшн из камня,Noma’lum,"Ташкент, Сергелийский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/barnye-stoyki-i-resepshn-iz-kamnya-ID3ZbU9.html
Uy-ro‘zg‘or,Parlament  temir  stul,1 350 000 сум,Вабкент,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/parlament-temir-stul-ID3wB1d.html
Uy-ro‘zg‘or,Продаються настенные потолочные фонари,50 000 сум,"Ташкент, Яшнабадский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/prodayutsya-nastennye-potolochnye-fonari-ID3Map2.html
Uy-ro‘zg‘or,Отбойный молоток MAKITA HM1307C,14 699 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/otboynyy-molotok-makita-hm1307c-ID3LzTX.html
Uy-ro‘zg‘or,Sendvich Panellari/ Сендвич панели Сэндвич панел и пенопласт/,19 300 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/sendvich-panellari-sendvich-paneli-sendvich-panel-i-penoplast-ID3XFfk.html
Uy-ro‘zg‘or,"Profil gipsokarton uchun, профиль для гипсокартон от производителя",2 300 сумДоговорная,"Ташкент, Чиланзарский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/profil-gipsokarton-uchun-profil-dlya-gipsokarton-ot-proizvoditelya-ID3VcX5.html
Uy-ro‘zg‘or,Керамзит от производителя. тоза махсулот.,1 000 сумДоговорная,Нукус,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/keramzit-ot-proizvoditelya-toza-mahsulot-ID3hh18.html
Uy-ro‘zg‘or,Stol stul стол стул,1 700 000 сум,Фергана,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/stol-stul-stol-stul-ID3RlEl.html
Uy-ro‘zg‘or,Продается диван Ashley в идеальном состоянии,15 000 000 сумДоговорная,"Ташкент, Яшнабадский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/prodaetsya-divan-ashley-v-idealnom-sostoyanii-ID44zku.html
